new_screening_id,previous_screening_id,match_method,manual_level3_decision,new_title,previous_title,year,doi
NS0001,NS0001,doi,OUT,From insight to action: Embodied multi-agent system integrating vision language model for digital twin-assisted human-robot collaborative assembly,From insight to action: Embodied multi-agent system integrating vision language model for digital twin-assisted human-robot collaborative assembly,2026,10.1016/j.jmsy.2026.02.013
NS0004,NS0005,doi,OUT,Decentralised task planning and motion coordination for scalable multi-robot collaborative manufacturing,Decentralised task planning and motion coordination for scalable multi-robot collaborative manufacturing,2026,10.1016/j.rcim.2026.103255
NS0005,NS0006,doi,OUT,"Digital Twin Models for Space Robotics: Objectives, Applications, and Challenges","Digital Twin Models for Space Robotics: Objectives, Applications, and Challenges",2026,10.1016/j.array.2026.100902
NS0007,NS0008,doi,OUT,Continued use of virtual commissioning models: A novel approach toward digital twins for automated production systems,Continued use of virtual commissioning models: A novel approach toward digital twins for automated production systems,2026,10.1007/s00170-025-17195-y
NS0008,NS0009,doi,OUT,"Smart manufacturing service towards industry 5.0: framework, characteristics and industrial case studies","Smart manufacturing service towards industry 5.0: framework, characteristics and industrial case studies",2026,10.1007/s00170-026-17743-0
NS0009,NS0010,doi,OUT,A planning and execution framework for robotic assembly with deformable objects using a centralized database based on the Rαβγ categorization,A planning and execution framework for robotic assembly with deformable objects using a centralized database based on the Rαβγ categorization,2026,10.1007/s10845-025-02578-5
NS0010,NS0012,doi,OUT,A Digital Twin Architecture for Integrating Lean Manufacturing with Industrial IoT and Predictive Analytics,A Digital Twin Architecture for Integrating Lean Manufacturing with Industrial IoT and Predictive Analytics,2026,10.3390/info17020196
NS0011,NS0013,doi,OUT,Real-time Scheduling Simulation Optimization Method for Smart Production Lines Based on Digital Twin and Reinforcement Learning; [基于数字孪生和强化学习的智能生产线实时调度仿真优化方法],Real-time Scheduling Simulation Optimization Method for Smart Production Lines Based on Digital Twin and Reinforcement Learning; [基于数字孪生和强化学习的智能生产线实时调度仿真优化方法],2026,10.3901/JME.260224
NS0014,NS0016,doi,OUT,Development of a Digital Twin for a Bakery Line With Predictive Analytics and Adaptive Control Functions,Development of a Digital Twin for a Bakery Line With Predictive Analytics and Adaptive Control Functions,2026,10.1049/cim2.70056
NS0017,NS0019,doi,OUT,Digital twin framework for reliable shape correction of imperfect thin-walled shells via robotized ultrasonic multi-needle peening,Digital twin framework for reliable shape correction of imperfect thin-walled shells via robotized ultrasonic multi-needle peening,2026,10.1016/j.tws.2025.114082
NS0029,NS0033,doi,OUT,Future Factories with 6G: Agentic AI and Cyber-Physical Digital Twins,Future Factories with 6G: Agentic AI and Cyber-Physical Digital Twins,2026,10.1109/JIOT.2025.3623075
NS0030,NS0034,doi,OUT,"Sustainable digitalization of manufacturing supply chains: An integrated framework for resilience, efficiency, and circularity","Sustainable digitalization of manufacturing supply chains: An integrated framework for resilience, efficiency, and circularity",2026,10.1016/j.clscn.2026.100325
NS0031,NS0035,doi,OUT,Development of a Digital Twin for Robotic Inspection Using Computer Vision and Machine Learning,Development of a Digital Twin for Robotic Inspection Using Computer Vision and Machine Learning,2026,10.1051/epjconf/202635403005
NS0037,NS0041,doi,OUT,Simulation-guided AI-driven digital twin for plasma etching in semiconductor fabrication,Simulation-guided AI-driven digital twin for plasma etching in semiconductor fabrication,2026,10.1016/j.device.2025.101026
NS0038,NS0042,doi,OUT,Constructed by multiple on-machine inspection: intelligent machining system driven by digital twin,Constructed by multiple on-machine inspection: intelligent machining system driven by digital twin,2026,10.1080/00207543.2026.2651391
NS0040,NS0044,doi,OUT,An efficient data-driven method for the digital twin prediction update synchronization problem,An efficient data-driven method for the digital twin prediction update synchronization problem,2026,10.1080/24725854.2026.2616256
NS0041,NS0045,doi,OUT,Digital Twin-Assisted PVSNs for Next-Generation Automated Solutions: A Technical Survey,Digital Twin-Assisted PVSNs for Next-Generation Automated Solutions: A Technical Survey,2026,10.1007/978-3-032-22908-3_10
NS0042,NS0046,doi,OUT,In-situ monitoring of geometric drift and thermo-mechanical modeling toward a digital twin for thin-wall fused filament fabrication,In-situ monitoring of geometric drift and thermo-mechanical modeling toward a digital twin for thin-wall fused filament fabrication,2026,10.1117/12.3090447
NS0043,NS0047,doi,OUT,"Human-in-the-loop and large language models in smart manufacturing: Current applications, challenges, and perspectives","Human-in-the-loop and large language models in smart manufacturing: Current applications, challenges, and perspectives",2026,10.1016/j.jmsy.2026.04.027
NS0044,NS0049,doi,OUT,Unlocking the potential of ultrasonic consolidation: a critical review of process modelling and simulation frameworks,Unlocking the potential of ultrasonic consolidation: a critical review of process modelling and simulation frameworks,2026,10.1007/s00170-026-18005-9
NS0046,NS0052,doi,OUT,Digital twin-driven dimensional prediction and quality monitoring system for aluminum alloy die forging process,Digital twin-driven dimensional prediction and quality monitoring system for aluminum alloy die forging process,2026,10.1016/j.jmapro.2026.04.051
NS0050,NS0056,doi,OUT,A Digital-Twin-Enabled AI-Driven Adaptive Planning Platform for Sustainable and Reliable Manufacturing,A Digital-Twin-Enabled AI-Driven Adaptive Planning Platform for Sustainable and Reliable Manufacturing,2026,10.3390/machines14020197
NS0052,NS0058,doi,OUT,A Dynamic Digital Twin System with Robotic Vision for Emergency Management,A Dynamic Digital Twin System with Robotic Vision for Emergency Management,2026,10.3390/electronics15030573
NS0054,NS0060,doi,OUT,Human-aware scheduling for sustainable manufacturing: A review of dynamic job shop scheduling in the era of Industry 5.0,Human-aware scheduling for sustainable manufacturing: A review of dynamic job shop scheduling in the era of Industry 5.0,2026,10.1016/j.rcim.2025.103143
NS0055,NS0061,doi,OUT,Enabling production re-configurability through Digital Twins: a case study approach,Enabling production re-configurability through Digital Twins: a case study approach,2026,10.1007/s10845-025-02611-7
NS0057,NS0063,doi,OUT,Digital twin-based multi-parameter cooperative assembly for thermal protection systems,Digital twin-based multi-parameter cooperative assembly for thermal protection systems,2026,10.1016/j.measurement.2026.121892
NS0058,NS0064,doi,OUT,A Merging-Assembly Strategy for Complex Scenario-Oriented Digital Twin Modeling,A Merging-Assembly Strategy for Complex Scenario-Oriented Digital Twin Modeling,2026,10.1016/j.dte.2026.100117
NS0060,NS0066,doi,OUT,Dynamic optimization of energy efficiency with digital twins and reinforcement learning in lighthouse factories,Dynamic optimization of energy efficiency with digital twins and reinforcement learning in lighthouse factories,2026,10.1117/12.3089128
NS0061,NS0067,doi,OUT,Digital Twin Integration for Enhancing Robotic Fastening Systems in Industrial Automation,Digital Twin Integration for Enhancing Robotic Fastening Systems in Industrial Automation,2026,10.3390/systems14040372
NS0063,NS0068,doi,OUT,"Control strategies for district heating and cooling systems: a comprehensive review across production, distribution, and end-user levels","Control strategies for district heating and cooling systems: a comprehensive review across production, distribution, and end-user levels",2026,10.1186/s42162-026-00650-9
NS0066,NS0070,doi,OUT,Stochastic maintenance optimization in additive manufacturing with digital twin integration,Stochastic maintenance optimization in additive manufacturing with digital twin integration,2026,10.1007/s00170-026-17400-6
NS0068,NS0071,doi,OUT,AI Twin Control Method System for Aeronautical Intelligent Manufacturing Driven by Industrial Large Models; [工业大模型驱动的航空智能制造 AI 孪生控制方法体系*],AI Twin Control Method System for Aeronautical Intelligent Manufacturing Driven by Industrial Large Models; [工业大模型驱动的航空智能制造 AI 孪生控制方法体系*],2026,10.3901/JME.260228
NS0069,NS0072,doi,OUT,Self-evolving digital twins in flexible manufacturing: A large language model-powered multi-agent approach,Self-evolving digital twins in flexible manufacturing: A large language model-powered multi-agent approach,2026,10.1016/j.dte.2026.100099
NS0071,NS0074,doi,OUT,Recent advances in the digital transformation of crystallization process development and operation: Synergy between model- and AI-driven strategies,Recent advances in the digital transformation of crystallization process development and operation: Synergy between model- and AI-driven strategies,2026,10.1016/j.partic.2026.01.014
NS0072,NS0076,doi,OUT,The Use of Augmented Reality in Manufacturing Company’s Environment,The Use of Augmented Reality in Manufacturing Company’s Environment,2026,10.3390/app16042009
NS0073,NS0077,doi,OUT,"Industrial digital twin for intelligent manufacturing: Key technologies, core challenges, applications, and forward-looking trends","Industrial digital twin for intelligent manufacturing: Key technologies, core challenges, applications, and forward-looking trends",2026,10.1016/j.rcim.2026.103321
NS0074,NS0078,doi,OUT,Digital twin-integrated bandit learning for LRM-driven multi-agent resilient production scheduling,Digital twin-integrated bandit learning for LRM-driven multi-agent resilient production scheduling,2026,10.1016/j.jmsy.2026.02.021
NS0076,NS0080,doi,OUT,Artificial Intelligence and Digital Twins in Advanced Manufacturing: A Pathway Toward Intelligent and Sustainable Industry 4.0,Artificial Intelligence and Digital Twins in Advanced Manufacturing: A Pathway Toward Intelligent and Sustainable Industry 4.0,2026,10.1007/978-3-032-19829-7_10
NS0077,NS0081,doi,OUT,A modular Agritech framework for sustainable horticulture systems: Development and validation in the kiwifruit industry,A modular Agritech framework for sustainable horticulture systems: Development and validation in the kiwifruit industry,2026,10.1016/j.inpa.2025.09.003
NS0080,NS0084,doi,OUT,BIM-Based Digital Twin and Extended Reality for Electrical Maintenance in Smart Buildings: A Structured Review with Implementation Evidence,BIM-Based Digital Twin and Extended Reality for Electrical Maintenance in Smart Buildings: A Structured Review with Implementation Evidence,2026,10.3390/app16083685
NS0082,NS0086,doi,OUT,Pathways for Greenhouse Thermal Management’s Contribution to Net-Zero Food Production,Pathways for Greenhouse Thermal Management’s Contribution to Net-Zero Food Production,2026,10.3390/en19081975
NS0083,NS0088,doi,OUT,Digital Twin-Integrated Real-Time EPQ Optimization Under Emission Refund Policies for Smart Manufacturing,Digital Twin-Integrated Real-Time EPQ Optimization Under Emission Refund Policies for Smart Manufacturing,2026,10.1007/s42979-026-05079-1
NS0085,NS0090,doi,OUT,"Non-destructive evaluation of additively manufactured lattice structures: A comprehensive review of techniques, machine learning integration, and future directions","Non-destructive evaluation of additively manufactured lattice structures: A comprehensive review of techniques, machine learning integration, and future directions",2026,10.1016/j.jallcom.2026.186865
NS0089,NS0094,doi,OUT,Biomaterials to biofabrication: advanced scaffold technologies for regenerative endodontics,Biomaterials to biofabrication: advanced scaffold technologies for regenerative endodontics,2026,10.1088/2057-1976/ae2b75
NS0090,NS0095,doi,OUT,"Mapping the Industry 5.0 Landscape: Enabling Technologies, Human-Centered Systems, Sectoral Applications, and SDG Alignment—A PRISMA-ScR Review","Mapping the Industry 5.0 Landscape: Enabling Technologies, Human-Centered Systems, Sectoral Applications, and SDG Alignment—A PRISMA-ScR Review",2026,10.3390/technologies14050268
NS0092,NS0097,doi,OUT,Securing industry 4.0: a systematic review of AI-driven intrusion detection approaches and emerging trends,Securing industry 4.0: a systematic review of AI-driven intrusion detection approaches and emerging trends,2026,10.1007/s40860-025-00264-0
NS0103,NS0108,doi,OUT,Physics-based simulation framework for Digital Twin applications: Machine parameter tuning for handling of lumber in the wood industry,Physics-based simulation framework for Digital Twin applications: Machine parameter tuning for handling of lumber in the wood industry,2026,10.1016/j.rcim.2025.103144
NS0111,NS0117,doi,OUT,Integrating Human Factors into Operations Management Education in the Industry 5.0 era,Integrating Human Factors into Operations Management Education in the Industry 5.0 era,2026,10.3791/69833
NS0113,NS0119,doi,OUT,Digital Twin-Based Real-Time Fault Prediction for Smart Manufacturing,Digital Twin-Based Real-Time Fault Prediction for Smart Manufacturing,2026,10.1109/ESCI68015.2026.11493378
NS0114,NS0120,doi,OUT,Transforming Manufacturing: Increasing Throughput and Reducing Production Complexity with Digital Twins,Transforming Manufacturing: Increasing Throughput and Reducing Production Complexity with Digital Twins,2026,10.4271/2026-26-0449
NS0116,NS0122,doi,OUT,"Federated continual learning meets digital twins: A survey on methods, intersections and perspectives","Federated continual learning meets digital twins: A survey on methods, intersections and perspectives",2026,10.1016/j.neucom.2026.133366
NS0117,NS0123,doi,OUT,A model predictive control approach for preventive maintenance optimization of an electronic assembly system,A model predictive control approach for preventive maintenance optimization of an electronic assembly system,2026,10.1016/j.ress.2025.112061
NS0118,NS0124,doi,IN,A State-Synchronized Digital Twin-Driven Framework for Adaptive Optimization of Fourth-Party Logistics Networks in Off-Site Construction,A State-Synchronized Digital Twin-Driven Framework for Adaptive Optimization of Fourth-Party Logistics Networks in Off-Site Construction,2026,10.1016/j.cie.2026.112116
NS0121,NS0127,doi,OUT,Computational thermal analysis of large-format additive manufacturing for CF/PAEK with integrated localized heating,Computational thermal analysis of large-format additive manufacturing for CF/PAEK with integrated localized heating,2026,10.1016/j.jmapro.2026.01.090
NS0122,NS0129,doi,OUT,LLM-Based Adaptive Control Code Generation Framework with Digital Twin-Integrated Verification for Heterogeneous Robot Systems,LLM-Based Adaptive Control Code Generation Framework with Digital Twin-Integrated Verification for Heterogeneous Robot Systems,2026,10.3390/app16083883
NS0123,NS0130,doi,OUT,Automated Assembly of Large-Scale Aerospace Components: A Structured Narrative Survey of Emerging Technologies,Automated Assembly of Large-Scale Aerospace Components: A Structured Narrative Survey of Emerging Technologies,2026,10.3390/s26082294
NS0125,NS0132,doi,OUT,Principles of Teamwork in Digital Twin Factory Projects,Principles of Teamwork in Digital Twin Factory Projects,2026,10.1007/978-3-032-21654-0_6
NS0126,NS0133,doi,OUT,Cybersecurity Digital Twins for Industrial Systems: From Literature Synthesis to Framework Design,Cybersecurity Digital Twins for Industrial Systems: From Literature Synthesis to Framework Design,2026,10.3390/info17030286
NS0127,NS0134,doi,OUT,ConstrucTwin: Digital Twin-Driven Multirobot Construction System Toward Industry 5.0,ConstrucTwin: Digital Twin-Driven Multirobot Construction System Toward Industry 5.0,2026,10.1109/TSMC.2026.3658622
NS0128,NS0135,doi,OUT,Digital Twin Framework for Robot Path Planning and Real-Time Execution Using Unity-ROS Integration: Systems Architecture and Experimental Validation,Digital Twin Framework for Robot Path Planning and Real-Time Execution Using Unity-ROS Integration: Systems Architecture and Experimental Validation,2026,10.3390/machines14040387
NS0131,NS0138,doi,OUT,In Teaching Lean Manufacturing with Digital Twin: A Modern Approach to Engineering Education,In Teaching Lean Manufacturing with Digital Twin: A Modern Approach to Engineering Education,2026,10.18260/jet.43.1.3
NS0136,NS0142,doi,OUT,"IoT–Cloud-Based Control of a Mechatronic Production Line Assisted by a Dual Cyber–Physical Robotic System Within Digital Twin, AI and Industry/Education 4.0/5.0 Frameworks","IoT–Cloud-Based Control of a Mechatronic Production Line Assisted by a Dual Cyber–Physical Robotic System Within Digital Twin, AI and Industry/Education 4.0/5.0 Frameworks",2026,10.3390/s26103194
NS0137,NS0143,doi,OUT,Real-time digital twin prototype for cyber-physical analysis of anomalies in PV–PEM–BESS systems for green hydrogen production,Real-time digital twin prototype for cyber-physical analysis of anomalies in PV–PEM–BESS systems for green hydrogen production,2026,10.1016/j.segan.2026.102152
NS0138,NS0144,doi,OUT,AI-Driven Intelligent Decision Support System for Digital Twin Industrial Operation,AI-Driven Intelligent Decision Support System for Digital Twin Industrial Operation,2026,10.1142/S0218126625504419
NS0143,NS0148,doi,OUT,"Digital twin modeling of hydraulic cylinders in manufacturing equipment: methodology, validation, and application on condition monitoring of hydraulic press","Digital twin modeling of hydraulic cylinders in manufacturing equipment: methodology, validation, and application on condition monitoring of hydraulic press",2026,10.1007/s00170-026-18221-3
NS0145,NS0150,doi,OUT,Discrete-Event Simulation for Waste Minimization and Productivity Enhancement in Coupling Manufacturing,Discrete-Event Simulation for Waste Minimization and Productivity Enhancement in Coupling Manufacturing,2026,10.3390/app16041701
NS0147,NS0151,doi,OUT,"Safety challenges and risk mitigation in ammonia production, storage, and transport under extreme environments","Safety challenges and risk mitigation in ammonia production, storage, and transport under extreme environments",2026,10.1007/s42797-026-00140-x
NS0148,NS0152,doi,OUT,A method for constructing digital twins of production lines based on an object-oriented distributed model-free adaptive algorithm,A method for constructing digital twins of production lines based on an object-oriented distributed model-free adaptive algorithm,2026,10.1016/j.asoc.2026.114857
NS0150,NS0154,doi,OUT,An integrated framework featuring policy-governed agentic AI for closed-loop manufacturing control with multi-source sensor–MES–ERP,An integrated framework featuring policy-governed agentic AI for closed-loop manufacturing control with multi-source sensor–MES–ERP,2026,10.1007/s00170-026-17806-2
NS0151,NS0155,doi,OUT,A management framework for systematic data integration empowered for digital twin in collaborative manufacturing,A management framework for systematic data integration empowered for digital twin in collaborative manufacturing,2026,10.1016/j.jmsy.2026.04.017
NS0153,NS0157,doi,OUT,"Hybrid bioprinting platforms: integrating microfluidic, AI, and additive manufacturing for functional tissue constructs","Hybrid bioprinting platforms: integrating microfluidic, AI, and additive manufacturing for functional tissue constructs",2026,10.1007/s42114-026-01780-0
NS0154,NS0158,doi,OUT,Closed-Loop Digital Twin for Energy-Efficient Scheduling in Food Manufacturing Systems,Closed-Loop Digital Twin for Energy-Efficient Scheduling in Food Manufacturing Systems,2026,10.3390/info17020195
NS0156,NS0160,doi,OUT,Digital twin-driven dynamic prediction of operation status and process optimization for flexible production line,Digital twin-driven dynamic prediction of operation status and process optimization for flexible production line,2026,10.1016/j.eswa.2026.131140
NS0157,NS0161,doi,OUT,Digital twin-based high-precision assembly method for large-diameter cabin section docking,Digital twin-based high-precision assembly method for large-diameter cabin section docking,2026,10.1016/j.jmsy.2026.02.019
NS0158,NS0162,doi,OUT,Toward an evolvable digital twin: a knowledge-driven architecture for optical manufacturing,Toward an evolvable digital twin: a knowledge-driven architecture for optical manufacturing,2026,10.1364/OE.590438
NS0159,NS0163,doi,OUT,Forecasting-Aware Digital Twin Calibration for Reliable Multi-Horizon Traffic Prediction,Forecasting-Aware Digital Twin Calibration for Reliable Multi-Horizon Traffic Prediction,2026,10.3390/network6010013
NS0162,NS0165,doi,OUT,"Wire Arc Additive Manufacturing (WAAM): A comprehensive review of process, materials, modelling, artificial intelligence, and industrial applications","Wire Arc Additive Manufacturing (WAAM): A comprehensive review of process, materials, modelling, artificial intelligence, and industrial applications",2026,10.1016/j.jallcom.2026.186347
NS0165,NS0168,doi,OUT,Integrating digital twin models into continuous carbon fiber-reinforced nylon additive manufacturing for process parameters verification and anomaly detection,Integrating digital twin models into continuous carbon fiber-reinforced nylon additive manufacturing for process parameters verification and anomaly detection,2026,10.1007/s10845-025-02626-0
NS0166,NS0169,doi,OUT,Leveraging digital twin and dynamic scheduling for enhanced human–robot collaboration,Leveraging digital twin and dynamic scheduling for enhanced human–robot collaboration,2026,10.1016/j.ijpe.2025.109823
NS0169,NS0174,doi,OUT,Machine learning-driven backpropagation neural network for robust prediction of surface roughness in Ti6Al4V abrasive water jet machining with experimental validation,Machine learning-driven backpropagation neural network for robust prediction of surface roughness in Ti6Al4V abrasive water jet machining with experimental validation,2026,10.1016/j.mtcomm.2026.114692
NS0170,NS0175,doi,OUT,DECARBONIZATION THROUGH DIGITAL TWINS: INTEGRATING MANAGEMENT COMPETENCIES AND INDUSTRIAL ENERGY EFFICIENCY,DECARBONIZATION THROUGH DIGITAL TWINS: INTEGRATING MANAGEMENT COMPETENCIES AND INDUSTRIAL ENERGY EFFICIENCY,2026,10.23055/ijietap.2026.33.1.11445
NS0177,NS0181,doi,OUT,Multi-source errors evaluation of machine tools: from research gaps to methodologies and applications,Multi-source errors evaluation of machine tools: from research gaps to methodologies and applications,2026,10.1088/2631-7990/ae1be8
NS0178,NS0182,doi,OUT,Welding robot digital twin and precision degradation prediction based on physics-informed neural networks,Welding robot digital twin and precision degradation prediction based on physics-informed neural networks,2026,10.1016/j.jmsy.2026.04.024
NS0181,NS0185,doi,OUT,AI-Driven Digital Twins in Mining Operations: A Comprehensive Review,AI-Driven Digital Twins in Mining Operations: A Comprehensive Review,2026,10.3390/technologies14050269
NS0182,NS0186,doi,OUT,A parametric gain-scheduling framework for pitch control of large-Scale wind turbines: Analytical modeling and comparative validation,A parametric gain-scheduling framework for pitch control of large-Scale wind turbines: Analytical modeling and comparative validation,2026,10.1016/j.oceaneng.2025.123980
NS0183,NS0187,doi,OUT,Digital Twins in the Context of Ensuring Sustainable Industrial Development,Digital Twins in the Context of Ensuring Sustainable Industrial Development,2026,10.18267/J.AIP.291
NS0184,NS0188,doi,OUT,Digital twin based thermo-mechanical durability prediction of scaled specimens of non-pneumatic tires fabricated via subtractive manufacturing,Digital twin based thermo-mechanical durability prediction of scaled specimens of non-pneumatic tires fabricated via subtractive manufacturing,2026,10.1016/j.polymer.2026.129915
NS0185,NS0189,doi,OUT,A Three-Dimensional Visualization System for Tea Production Lines Based on Digital Twins,A Three-Dimensional Visualization System for Tea Production Lines Based on Digital Twins,2026,10.3390/inventions11010002
NS0187,NS0191,doi,OUT,"Toward Industry 5.0: A WebSocket–S7 Bridge for Low-Latency, IEC 61588-Compliant Digital Twins in Remote Industrial Automation","Toward Industry 5.0: A WebSocket–S7 Bridge for Low-Latency, IEC 61588-Compliant Digital Twins in Remote Industrial Automation",2026,10.1371/journal.pone.0342004
NS0188,NS0192,doi,OUT,Artificial intelligence augmented digital twin for improving the machinability in a robotic carbon fiber reinforced plastics machining process,Artificial intelligence augmented digital twin for improving the machinability in a robotic carbon fiber reinforced plastics machining process,2026,10.1007/s10845-025-02642-0
NS0192,NS0196,doi,OUT,"Toward Digital Twins in 3D IC Packaging: A Critical Review of Physics, Data, and Hybrid Architectures","Toward Digital Twins in 3D IC Packaging: A Critical Review of Physics, Data, and Hybrid Architectures",2026,10.3390/electronics15081740
NS0193,NS0197,doi,OUT,Digital twin and AI-driven robotic embodied control system: a novel adaptive learning and decision optimization method,Digital twin and AI-driven robotic embodied control system: a novel adaptive learning and decision optimization method,2026,10.1016/j.rcim.2025.103138
NS0196,NS0200,doi,OUT,Research Progress and Trends of Artificial Intelligence in Industrial Engineering: A Bibliometric Analysis Based on CiteSpace,Research Progress and Trends of Artificial Intelligence in Industrial Engineering: A Bibliometric Analysis Based on CiteSpace,2026,10.1145/3800000.3800162
NS0197,NS0201,doi,OUT,A deployable digital twin framework for bolt-torque specification compression in EV chassis assembly,A deployable digital twin framework for bolt-torque specification compression in EV chassis assembly,2026,10.1038/s41598-026-43641-2
NS0200,NS0203,doi,OUT,Machine learning-driven digital twin for real-time temperature prediction and adaptive process control in large-scale additive manufacturing,Machine learning-driven digital twin for real-time temperature prediction and adaptive process control in large-scale additive manufacturing,2026,10.1016/j.jmsy.2026.05.003
NS0201,NS0204,doi,OUT,Digital Twin-Enabled Temporal Uncertainty Mitigation for Human–Robot Collaborative Assembly in Distributed Control System,Digital Twin-Enabled Temporal Uncertainty Mitigation for Human–Robot Collaborative Assembly in Distributed Control System,2026,10.1115/1.4071083
NS0203,NS0206,doi,OUT,"Next-Generation Composite Materials and Manufacturing: A Review of Smart, Sustainable, and Digital Advancements","Next-Generation Composite Materials and Manufacturing: A Review of Smart, Sustainable, and Digital Advancements",2026,10.1002/admt.202501409
NS0206,NS0209,doi,OUT,An integrated AI-driven vaccine design process: a systematic review of workflows from generative design to translational prediction,An integrated AI-driven vaccine design process: a systematic review of workflows from generative design to translational prediction,2026,10.1007/s12026-026-09763-5
NS0210,NS0212,doi,OUT,"Quantum machine learning for industry 5.0: Fundamental, applications and research challenges","Quantum machine learning for industry 5.0: Fundamental, applications and research challenges",2026,10.1016/j.cosrev.2026.100976
NS0212,NS0214,doi,OUT,Multivariate monitoring of digital twin lifecycle validity using Hotelling’s T² chart: application in an automated production cell,Multivariate monitoring of digital twin lifecycle validity using Hotelling’s T² chart: application in an automated production cell,2026,10.1007/s00170-026-17768-5
NS0213,NS0215,doi,OUT,"Machining of continuous fiber reinforced composites: A comparative review across polymer, ceramic and metal matrices","Machining of continuous fiber reinforced composites: A comparative review across polymer, ceramic and metal matrices",2026,10.1016/j.compositesb.2026.113702
NS0222,NS0223,doi,OUT,"Artificial intelligence-enabled process safety: Advances, challenges, and future directions for high-risk industrial systems","Artificial intelligence-enabled process safety: Advances, challenges, and future directions for high-risk industrial systems",2026,10.1016/j.jlp.2026.106026
NS0224,NS0225,doi,OUT,Spatio-temporal graph neural network based digital twin surrogate for throughput estimation in general assembly lines,Spatio-temporal graph neural network based digital twin surrogate for throughput estimation in general assembly lines,2026,10.1016/j.jmsy.2026.04.003
NS0226,NS0227,doi,IN,A Framework for Credible Self-evolution of Equipment Digital Twins,A Framework for Credible Self-evolution of Equipment Digital Twins,2026,10.1007/978-981-95-1103-7_8
NS0228,NS0229,doi,OUT,AI-Driven Circular Manufacturing Framework for Predictive Material Flow Optimisation,AI-Driven Circular Manufacturing Framework for Predictive Material Flow Optimisation,2026,10.1016/j.iswa.2026.200651
NS0230,NS0231,doi,OUT,Artificial Intelligence Applications in Surimi Quality Control and Processing: Current Evidence and Future Opportunities,Artificial Intelligence Applications in Surimi Quality Control and Processing: Current Evidence and Future Opportunities,2026,10.3390/pr14101510
NS0233,NS0234,doi,OUT,Real-time distortion prediction in metallic additive manufacturing via a physics-informed deep operator network,Real-time distortion prediction in metallic additive manufacturing via a physics-informed deep operator network,2026,10.1016/j.jii.2026.101126
NS0234,NS0235,doi,OUT,Digital twin designs with generative AI: crafting a comprehensive framework for manufacturing systems,Digital twin designs with generative AI: crafting a comprehensive framework for manufacturing systems,2026,10.1007/s10845-025-02583-8
NS0239,NS0240,doi,OUT,AI-driven digital twin and delay-aware surrogate MPC framework for biogas production,AI-driven digital twin and delay-aware surrogate MPC framework for biogas production,2026,10.1016/j.compchemeng.2026.109637
NS0240,NS0241,doi,OUT,"Advanced Development of Diverse Photovoltaic-Driven Water Electrolysis for Hydrogen Production: A Review on Coupling Mechanisms, Technological Evolution and Economic Analysis","Advanced Development of Diverse Photovoltaic-Driven Water Electrolysis for Hydrogen Production: A Review on Coupling Mechanisms, Technological Evolution and Economic Analysis",2026,10.3390/nano16100579
NS0241,NS0242,doi,OUT,From multiphysics modeling to AI-Driven simulation: A review of CVI processes for carbon/carbon composites,From multiphysics modeling to AI-Driven simulation: A review of CVI processes for carbon/carbon composites,2026,10.1016/j.coco.2026.102787
NS0242,NS0243,doi,OUT,Digital Twins as an Emerging Solution in AI-Driven Modeling and Metrology of Industry 5.0/6.0 Production Systems,Digital Twins as an Emerging Solution in AI-Driven Modeling and Metrology of Industry 5.0/6.0 Production Systems,2026,10.3390/app16104942
NS0243,NS0245,doi,OUT,"A review of computational modeling, artificial intelligence, and digital twins in metal casting and foundry operations","A review of computational modeling, artificial intelligence, and digital twins in metal casting and foundry operations",2026,10.1007/s43939-026-00685-5
NS0244,NS0246,doi,OUT,AI-Driven Robust Performance Optimization Design Research for Industrial Mother Machines,AI-Driven Robust Performance Optimization Design Research for Industrial Mother Machines,2026,10.1145/3804601.3804825
NS0246,NS0248,doi,OUT,ShardTwin: Domain-aware blockchain architecture for static digital twin orchestration in industrial cyber-physical systems,ShardTwin: Domain-aware blockchain architecture for static digital twin orchestration in industrial cyber-physical systems,2026,10.1016/j.iot.2026.101964
NS0248,NS0250,doi,OUT,MCMAS: Causality-driven collaborative optimization in low-carbon industrial parks with large language models-empowered multi-agent systems,MCMAS: Causality-driven collaborative optimization in low-carbon industrial parks with large language models-empowered multi-agent systems,2026,10.1016/j.jmsy.2025.12.015
NS0250,NS0252,doi,OUT,Toward new-generation intelligent machine tools: state-of-the-art and future prospects of AI in CNC machine tools,Toward new-generation intelligent machine tools: state-of-the-art and future prospects of AI in CNC machine tools,2026,10.1007/s00170-026-18013-9
NS0253,NS0255,doi,OUT,A simulation-based digital twin for data-driven maintenance scheduling of risk-prone production lines via actor critics,A simulation-based digital twin for data-driven maintenance scheduling of risk-prone production lines via actor critics,2026,10.1007/s10696-024-09579-1
NS0260,NS0262,doi,OUT,A review of multimodal surrogate machine learning models for real-time control and defect mitigation in automated composite manufacturing,A review of multimodal surrogate machine learning models for real-time control and defect mitigation in automated composite manufacturing,2026,10.1007/s42452-026-08323-8
NS0264,NS0266,doi,OUT,"Towards autonomous subsea processing: A review of integrated production systems, modeling, and multiobjective optimization","Towards autonomous subsea processing: A review of integrated production systems, modeling, and multiobjective optimization",2026,10.1016/j.rser.2026.117071
